,id_school,name_school,latitude_school,longitude_school,type_technology,latitude_service_point,longitude_service_point,tower_range_meters,distance_km_school_service_point
121,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,cellular_tower,-2.0214,29.8697,4295,6.297331962456285
122,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,cellular_tower,-2.0337,29.8486,8021,6.315379079268337
123,3f65c4df-07dd-3f3c-b8ae-a66d5374b632,EP BUMBOGO,-2.075200081,29.887399673461918,cellular_tower,-2.0273,29.8568,5314,6.3191188609999775
124,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,EVDSL,-1.984926,30.620635,,5.392366728491216
125,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,FTTC,-1.955694,30.753475,,10.625210404692814
126,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,cellular_tower,-2.0267,30.5653,1000,11.812080497033078
127,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,cellular_tower,-2.0266,30.5652,1000,11.819716869308706
128,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,cellular_tower,-2.0266,30.5652,1000,11.819716869308706
129,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,cellular_tower,-2.028,30.5652,1000,11.8632742436799
130,40b39619-7817-32d9-b914-41ad1c4a5eaf,EP KIBIMBA,-1.997499943,30.667499542236328,cellular_tower,-2.0109,30.561,1826,11.928392132408021
131,41349bab-3681-342b-8e17-3e85c366b947,EP INGANJI,-2.212574959,30.319711685180664,EVDSL,-2.312152,30.30167,,11.2524552971471
132,41349bab-3681-342b-8e17-3e85c366b947,EP INGANJI,-2.212574959,30.319711685180664,cellular_tower,-2.2496,30.2136,1000,12.488273670215799
133,41349bab-3681-342b-8e17-3e85c366b947,EP INGANJI,-2.212574959,30.319711685180664,cellular_tower,-2.2459,30.2099,1000,12.751551422024724
134,41349bab-3681-342b-8e17-3e85c366b947,EP INGANJI,-2.212574959,30.319711685180664,cellular_tower,-2.2467,30.21,1000,12.767072761823675
135,41349bab-3681-342b-8e17-3e85c366b947,EP INGANJI,-2.212574959,30.319711685180664,cellular_tower,-2.2433,30.2074,1000,12.938273673534326
136,41349bab-3681-342b-8e17-3e85c366b947,EP INGANJI,-2.212574959,30.319711685180664,cellular_tower,-2.245,30.205,3251,13.24585593057651
137,42440bb3-5965-36a1-b3b8-6b80e1517779,EP NYAGAHINGA,-1.903482199,30.409013748168945,EVDSL,-1.836092,30.340428,,10.688855092482564
138,42440bb3-5965-36a1-b3b8-6b80e1517779,EP NYAGAHINGA,-1.903482199,30.409013748168945,cellular_tower,-1.9074,30.4004,14131,1.0517405666305795
139,42440bb3-5965-36a1-b3b8-6b80e1517779,EP NYAGAHINGA,-1.903482199,30.409013748168945,cellular_tower,-1.9007,30.4205,10692,1.3134623310885474
140,42440bb3-5965-36a1-b3b8-6b80e1517779,EP NYAGAHINGA,-1.903482199,30.409013748168945,cellular_tower,-1.8988,30.394,23187,1.7478750835691421
141,42440bb3-5965-36a1-b3b8-6b80e1517779,EP NYAGAHINGA,-1.903482199,30.409013748168945,cellular_tower,-1.9223,30.4089,14913,2.092482186279397
142,42440bb3-5965-36a1-b3b8-6b80e1517779,EP NYAGAHINGA,-1.903482199,30.409013748168945,cellular_tower,-1.8942,30.4273,10969,2.279303679076082
143,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,EVDSL,-2.089353,30.120434,,12.459458800286527
144,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,FTTH,-2.111357,30.169472,,14.521770279547379
145,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,cellular_tower,-1.9778,30.1585,1000,0.833012910799213
146,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,cellular_tower,-1.9734,30.1503,4898,0.969301115133953
147,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,cellular_tower,-1.975,30.1468,1000,0.9760753707114207
148,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,cellular_tower,-1.9762,30.1596,1000,1.035959477408881
149,429a5b51-5839-39af-84e0-f09039f2b0aa,EP KARAMA,-1.981901646,30.1522274,cellular_tower,-1.9775,30.1624,1000,1.2318710989542725
150,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,FTTH,-2.134885,29.836053,,2.0391372079876207
151,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,FTTH,-2.011234,29.766736,,14.067165523165666
152,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,FTTH,-1.997687,29.856692,,14.838915867470616
153,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,cellular_tower,-2.1085,29.7694,8114,5.949793109380625
154,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,cellular_tower,-2.0808,29.7826,1000,6.5216429621671255
155,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,cellular_tower,-2.0808,29.7825,1000,6.5287295937308185
156,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,cellular_tower,-2.0807,29.7824,1000,6.544382186357868
157,43c6b52d-bb0c-36e0-a1ad-cb052d685c7d,GIHORORO PS,-2.125999928,29.81999969482422,cellular_tower,-2.0806,29.7823,1000,6.560035102447948
158,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,ADSL,-1.96254,29.535766,,13.081258294356113
159,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,FTTC,-2.170469,29.584755,,13.746199161549852
160,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,cellular_tower,-2.0546,29.6072,1000,0.8976582134156542
161,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,cellular_tower,-2.0567,29.6084,1000,0.9454316058204973
162,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,cellular_tower,-2.0612,29.6051,1989,1.563973726103851
163,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,cellular_tower,-2.0677,29.6099,5701,1.9821874747035013
164,44e03612-0962-3a75-acac-e8e788738384,EP  BIRIMA,-2.050370216,29.61408042907715,cellular_tower,-2.0597,29.5945,2245,2.4105076826701395
165,45c3bba9-0466-3613-9bf4-80079bbedb03,EP RUSAGARA,-2.182406664,30.098115921020508,EVDSL,-2.244213,30.097639,,6.87275529383633
166,45c3bba9-0466-3613-9bf4-80079bbedb03,EP RUSAGARA,-2.182406664,30.098115921020508,EVDSL,-2.089353,30.120434,,10.64013385631319
